"","Genus","Species","Glucose_F","Galactose_F","Sucrose_F","Maltose_F","Lactose_F","Raffinose_F","Trehalose_F","Glucose","Inulin","Sucrose","Raffinose","Melibiose","Galactose","Lactose","Trehalose","Maltose","Melezitose","Methyl-?-D-glucoside","Soluble Starch","Cellobiose","Salicin","L-Sorbose","L-Rhamnose","D-Xylose","L-Arabinose","D-Arabinose","D-Ribose","Methanol","Ethanol","Glycerol","Erythritol","Ribitol","Galactitol","D-Mannitol","D-Glucitol","myo-Inositol","DL-Lactate","Succinate","Citrate","D-Gluconate","D-Glucosamine","Nitrate","Vitamin-free","2-Keto-D-gluconate","Starch formation","Growth at 19°C","Growth at 25°C","Growth at 30°C","Growth at 37°C"
"464","Hanseniaspora","H. uvarum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,"0",1,0,1,1,1,0
"465","Hanseniaspora","H. valbyensis",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0.5,0
"466","Hanseniaspora","H. vineae",1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0
"467","Kloeckera","K. lindneri",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,NA
"468","Saccharomycodes","S. ludwigii",1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,1,1,0
"469","Saccharomycodes","S. sinensis",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1,0
"470","Saccharomycopsis","S. capsularis",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0.5,1,1,0.5,0,0,0,0,"0.5",0.5,0,1,1,1,1,0,1,1,0,0,1,0.5,1,0,0,"0",1,0,1,1,1,0
"471","Saccharomycopsis","S. crataegensis",0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,1,0.5,"0.5",1,0,1,1,0,0.5,0,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,1,0
"472","Saccharomycopsis","S. fermentans",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0,"0",0,0,1,1,1,0
"473","Saccharomycopsis","S. fibuligera",1,0,1,1,0,0.5,0,1,0,1,0.5,0,0,0,0.5,1,0.5,1,1,1,1,0,0,0,0,"0",0,0,1,1,0.5,0.5,0,0.5,0.5,1,1,1,0.5,1,0,0,"0",0,0,1,1,1,1
"474","Saccharomycopsis","S. javanensis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0,0,1,0,0.5,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,NA,0
"475","Saccharomycopsis","S. malanga",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0,1,1,1,0,0,0.5,0,"0.5",1,0,1,1,0.5,1,0,1,1,0,0,1,0,1,0,0,"0",1,0,1,1,1,1
"476","Saccharomycopsis","S. microspora ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,"0.5",1,0,1,1,1,1,0,1,1,1,0.5,1,0,1,0,0,"0",0,0,1,1,1,0
"477","Saccharomycopsis","S. schoenii",0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0.5,0,"0",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"478","Saccharomycopsis","S. selenospora",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,1,1,"0",0,0,1,0.5,0,1,0,0,0,0,1,1,0,0.5,0,0,"0",0,0,1,1,1,0
"479","Saccharomycopsis","S. synnaedendra",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.5,0,"1",1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,0,0,"0",0,0,1,1,1,0
"480","Saccharomycopsis","S. vini",1,0,0.5,0,0,0.5,0,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0.5,1,0,0,0,"0",0,0,1,1,0,0.5,0,0.5,1,0,0,0.5,0,0,0.5,0,"0",1,0,1,1,1,0
"481","Blastobotrys","B. adeninivorans",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"0",1,0,1,1,1,1
"482","Blastobotrys","B. americana",1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"0",0,0,1,1,1,0
"483","Blastobotrys","B. arbuscula",1,1,0,1,0,0,1,1,0.5,0,0,0,1,0,1,1,0,0.5,1,1,0,1,0,1,1,"0",1,NA,0,1,1,1,1,1,1,0,0.5,1,0,NA,1,0,"0",NA,NA,1,1,1,0
"484","Blastobotrys","B. aristata",1,0.5,0,1,0,0,1,1,0.5,1,0.5,0.5,1,1,1,1,0,0.5,1,1,1,1,0.5,1,1,"1",1,NA,0,1,1,1,1,1,1,0.5,0,1,0.5,NA,1,0,"0",NA,NA,1,1,1,0
"485","Blastobotrys","B. attinorum",1,0,0,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,"1",1,0,0,1,1,1,1,1,1,1,1,0,0,1,NA,0,"0",0,0,1,1,1,1
"486","Blastobotrys","B. capitulata",1,1,0,0.5,0,0,0.5,1,0.5,0.5,0.5,0,1,0.5,1,0.5,0,0,1,1,1,1,1,1,1,"0.5",1,NA,1,1,1,1,1,1,1,1,0,1,0.5,NA,1,0,"0",NA,NA,1,1,1,1
"487","Blastobotrys","B. chiropterorum",0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,"0",1,NA,1,1,1,1
"488","Blastobotrys","B. elegans",0,0,0,0,0,0,0,1,0.5,0,0,0,1,1,1,1,0,0,0.5,1,0.5,0.5,0,1,0.5,"0",1,NA,1,1,1,1,0.5,1,1,0,0,1,0.5,NA,0.5,0,"0",NA,NA,1,1,1,0
"489","Blastobotrys","B. illinoisensis",1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,"1",0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"1",1,0,1,1,1,1
"490","Blastobotrys","B. indianensis",1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,"1",0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,"0",1,0,1,1,1,0
"491","Blastobotrys","B. malaysiensis",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,"1",1,0,1,1,1,1
"492","Blastobotrys","B. mokoenaii",1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,"0",0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"1",1,NA,1,1,1,1
"493","Blastobotrys","B. muscicola",0,0,0,0,0,0,0,1,0,1,0.5,0.5,1,1,0.5,1,1,0.5,1,1,0.5,0,0,0,0,"0",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.5,0,"0.5",0,0,1,1,1,1
"494","Blastobotrys","B. nivea",1,1,0,1,0,0,1,1,0.5,0.5,0,1,1,1,1,1,0,0.5,1,1,1,1,0,1,1,"1",1,NA,1,1,1,1,1,1,1,1,0,1,1,NA,1,0,"0",NA,NA,1,1,1,1
"495","Blastobotrys","B. parvus",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,"0.5",0.5,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,"0",NA,0,1,1,0,0
"496","Blastobotrys","B. peoriensis",1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,"0",1,0,1,1,1,0
"497","Blastobotrys","B. proliferans",1,1,1,1,0,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,"1",0.5,NA,1,1,1,1,1,1,1,1,0.5,1,1,NA,1,0,"0",NA,NA,1,1,1,1
"498","Blastobotrys","B. raffinosifermentans",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0",1,0,1,1,1,1
"499","Blastobotrys","B. robertii",0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,0,0,1,1,0.5,0,0,"0",NA,NA,1,1,1,0
"500","Blastobotrys","B. serpentis",0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,NA,0,1,1,1,1,1,1,"1",1,0,0,1,1,1,1,NA,1,1,1,1,1,1,1,0,"0",0,0,1,1,1,0
"501","Blastobotrys","B. terrestris",0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"0",0,0,1,1,1,1
"502","Sugiyamaella","S. americana  ",1,0,0,0,0,0,0.5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,1,1,1,1
"503","Sugiyamaella","S. chiloensis ",0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,0.5,1,1,0,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,1,0.5,1,1,1,1,1,"1",1,0,1,1,1,0
"504","Sugiyamaella","S. japonica  ",1,1,0,0,0,0,1,1,0,0,0,0,1,0.5,1,0,0,0,0,1,1,1,0,1,1,"1",0.5,0,1,1,1,1,0.5,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,0.5
"505","Sugiyamaella","S. smithiae ",0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,"1",1,0,1,1,1,1
"506","Trichomonascus","T. apis",1,1,0,0,0,0,0,1,0,1,0.5,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"0",0.5,0,1,1,0.5,0
"507","Trichomonascus","T. ciferrii",0,0,0,0,0,0,0,1,0,1,1,0.5,1,0,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,"1",0.5,0,0.5,1,1,1,1,1,1,1,1,0.5,0.5,1,0,0,"0",1,0,1,1,1,1
"508","Trichomonascus","T. farinosus",1,0.5,0,0.5,0.5,0,0.5,1,0,0,0.5,0.5,1,0.5,1,0.5,0,0.5,0.5,1,0.5,0.5,0,0.5,0.5,"0.5",0.5,NA,0.5,1,0.5,1,0.5,1,1,0,0,0.5,0.5,0,0.5,0,"0",NA,NA,1,1,1,0
"509","Trichomonascus","T. petasosporus",1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,"1",0,0,0.5,1,0,1,0,1,1,1,0,1,1,0.5,1,0,"0",NA,NA,1,1,1,1
"510","Wickerhamiella","W. australiensis ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,"0",0,0,1,1,1,0.5
"511","Wickerhamiella","W. cacticola",0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,"0.5",0,0,1,1,0,0.5,0,1,1,0,0,1,1,0,0,1,"0",0,0,1,1,1,1
"512","Wickerhamiella","W. domercqiae",0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0.5,0,"0",0.5,0,1,1,0,0.5,0,1,0.5,0,0,1,1,1,0,1,"0",1,0,1,1,1,0.5
"513","Wickerhamiella","W. lipophila ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,0
"514","Wickerhamiella","W. occidentalis ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,"0",0,0,1,1,1,1
"515","Zygoascus","Z. hellenicus",0.5,0.5,0.5,0.5,0,0.5,0.5,1,0,1,0.5,0,1,0.5,1,1,0.5,0.5,1,1,1,1,1,1,0.5,"0.5",0.5,0,1,1,0,0.5,0.5,1,1,1,0.5,1,1,1,1,0,"0",0.5,0,1,1,1,1
"516","Zygoascus","Z. meyerae",0.5,0.5,0.5,0.5,0,0.5,0.5,1,0,1,0.5,0,1,0,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,"0.5",0.5,0,1,1,0,1,1,1,1,1,0.5,0.5,0.5,0.5,1,0,"0",0.5,0,1,1,1,1
"517","Zygoascus","Z. ofunaensis ",1,1,0,0,0,0,1,1,0,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0,1,1,1,1,1,1,"0",1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,"0",1,0,1,1,1,1
"518","Zygoascus","Z. tannicolus",1,1,0,0,0,0,1,1,0,0,0,1,1,0.5,1,0,0,0,0,0,0,0,1,1,1,"0",0,0,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,"0",0,0,1,1,1,0
"519","Barnettozyma","B. californica",1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,1,1,0.5,1,0,"0",0,0,1,1,0,0,0,1,0.5,0,1,1,0.5,1,0,1,"0",0.5,0,1,1,1,0
"520","Barnettozyma","B. hawaiiensis",0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"0.5",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,"0",0,0,1,1,1,0
"521","Barnettozyma","B. populi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,"0",0,0,1,1,1,0
"522","Barnettozyma","B. pratensis",1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",1,0,1,1,1,0
"523","Barnettozyma","B. salicaria",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,1,1
"524","Barnettozyma","B. wickerhamii",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,1,1,0,1,1,0,1,1,0.5,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,1,1
"525","Lindnera","L. americana  ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0.5,0,1,1,1,0
"526","Lindnera","L. amylophila",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"527","Lindnera","L. bimundalis ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0.5,0,1,1,0,1,1,0.5,"1",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0.5,0,1,1,1,1
"528","Lindnera","L. euphorbiae ",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0.5
"529","Lindnera","L. euphorbiiphila ",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,1
"530","Lindnera","L. fabianii  ",1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,1
"531","Lindnera","L. jadinii ",1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"1",0.5,0,1,1,1,1
"532","Lindnera","L. japonica",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,0.5,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"533","Lindnera","L. lachancei  ",1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,NA,0,0,"0",0,0,1,1,1,0
"534","Lindnera","L. maclurae",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,0.5,1,1,1,0,0,"0",0,0,1,1,1,0
"535","Lindnera","L. meyerae",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.5,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"536","Lindnera","L. mississippiensis",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.5,0,0.5,1,1,"0.5",0,0,1,1,0,0,0,1,1,0,1,1,0.5,1,0,0,"0",0,0,1,1,1,1
"537","Lindnera","L. misumaiensis ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,0
"538","Lindnera","L. mrakii  ",1,0,0,0,0,1,0,1,0.5,0,1,0,0,0,0.5,0.5,0.5,0.5,0,1,0.5,0,0.5,1,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0.5,1,0,1,"1",0,0,1,1,1,0.5
"539","Lindnera","L. petersonii  ",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,1
"540","Lindnera","L. rhodanensis ",1,0,0.5,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0.5,0,1,0.5,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"541","Lindnera","L. sargentensis ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,1,1
"542","Lindnera","L. saturnus ",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,0.5,0.5,0.5,0.5,0,1,0.5,0,0.5,1,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0.5,1,0,1,"1",0,0,1,1,1,0.5
"543","Lindnera","L. suaveolens  ",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,0.5,0,0.5,0.5,0,1,0.5,0,0,1,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0.5,1,0,1,"1",0,0,1,1,1,0.5
"544","Lindnera","L. subsufficiens  ",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,0.5,0.5,0.5,0.5,0,1,0.5,0,0.5,1,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0.5,1,0,1,"0",0,0,1,1,1,0.5
"545","Lindnera","L. veronae ",1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0
"546","Starmera","S. amethionina ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,"0",0.5,0,1,1,1,1
"547","Starmera","S. caribaea",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"0",0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"0",0,0,1,1,1,0.5
"548","Starmera","S. dryadoides",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"1",0,0,1,1,1,0.5
"549","Starmera","S. pachycereana  ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"0",0.5,0,1,1,1,1
"550","Starmera","S. quercuum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,"0",0,0,1,1,1,1
"551","Wickerhamomyces","W. alni",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0.5,0,1,1,0,0.5,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,0
"552","Wickerhamomyces","W. anomalus",1,0.5,1,0.5,0,0.5,0,1,0,1,1,0,0.5,0,1,1,1,1,1,1,1,0,0,0.5,0.5,"0",0.5,0,1,1,1,0.5,0,1,1,0,1,1,1,0.5,0,1,"1",0,0,1,1,1,0.5
"553","Wickerhamomyces","W. bisporus",0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0.5,"0",0.5,0,1,1,0,0.5,0,0.5,1,0,0.5,1,1,1,0,1,"0",0,0,1,1,1,0
"554","Wickerhamomyces","W. bovis",1,0,0.5,0.5,0,0,0.5,1,0,1,0,0,0,0,1,1,1,1,0.5,1,1,0,0.5,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"555","Wickerhamomyces","W. canadensis",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0.5,0,1,1,0,1,1,0,"0",0,0,1,1,0,0.5,0,1,1,0,1,1,1,1,0,0.5,"0",0,0,1,1,1,1
"556","Wickerhamomyces","W. chambardii",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",0,0,1,1,1,0
"557","Wickerhamomyces","W. ciferrii",1,1,1,0.5,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,"1",0,0,1,1,1,0.5
"558","Wickerhamomyces","W. hampshirensis",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,"0",0,0,1,1,0,1,0,0.5,1,0,1,1,1,0.5,0,0,"0",0,0,1,1,1,0
"559","Wickerhamomyces","W. lynferdii",1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,"1",0,0,1,1,1,0
"560","Wickerhamomyces","W. mucosus",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,"0.5",0,0,1,1,0,0,0,1,1,0,0,0.5,0,0,0,0,"0",1,0,1,1,1,0
"561","Wickerhamomyces","W. onychis",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0.5,"0.5",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"562","Wickerhamomyces","W. pijperi",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,0.5,0,0,0,"0",0,0,1,1,1,0.5
"563","Wickerhamomyces","W. rabaulensis",1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0.5,0,0.5,1,1,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,1
"564","Wickerhamomyces","W. silvicola",1,1,0,0,0,0,0,1,0,0.5,0,0,1,0,0.5,0.5,0.5,1,0,1,1,0.5,1,1,1,"0",0.5,0,1,1,0.5,1,0,0.5,1,0,0.5,1,0.5,1,0,1,"0",0,0,1,1,1,0.5
"565","Wickerhamomyces","W. strasburgensis",1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"0",0.5,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0.5
"566","Wickerhamomyces","W. subpelliculosus",1,0,1,0.5,0,0.5,0,1,0,1,1,0,0.5,0,1,1,0.5,1,0.5,0.5,1,0,0,0.5,0.5,"0.5",0.5,0,1,1,1,0.5,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,0.5
"567","Wickerhamomyces","W. sydowiorum",1,1,1,0.5,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0.5,1,1,0,1,0.5,1,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,"1",0,0,1,1,1,0
"568","Ambrosiozyma","A. ambrosiae",0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0.5,1,1,0,0,1,0,"0",0.5,0,0.5,1,1,1,0,1,1,0,0.5,1,1,0,0,0,"0",0,0,1,1,1,0
"569","Ambrosiozyma","A. angophorae",1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,"0",0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,"0",0,0,1,1,1,0
"570","Ambrosiozyma","A. cicatricosa",1,0,0.5,1,0,0,0.5,1,0,1,0,0,0,0,1,1,1,1,0,1,0.5,0,0,1,1,"0",0.5,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,"0",0,0,1,1,1,1
"571","Ambrosiozyma","A. monospora",1,0,0.5,0.5,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,"0",0.5,0,1,1,1,1,0,1,1,0,1,1,0.5,0,0.5,0,"0",0,0,1,1,1,1
