"","Genus","Species","Glucose_F","Galactose_F","Sucrose_F","Maltose_F","Lactose_F","Raffinose_F","Trehalose_F","Glucose","Inulin","Sucrose","Raffinose","Melibiose","Galactose","Lactose","Trehalose","Maltose","Melezitose","Methyl-?-D-glucoside","Soluble Starch","Cellobiose","Salicin","L-Sorbose","L-Rhamnose","D-Xylose","L-Arabinose","D-Arabinose","D-Ribose","Methanol","Ethanol","Glycerol","Erythritol","Ribitol","Galactitol","D-Mannitol","D-Glucitol","myo-Inositol","DL-Lactate","Succinate","Citrate","D-Gluconate","D-Glucosamine","Nitrate","Vitamin-free","2-Keto-D-gluconate","Starch formation","Growth at 19°C","Growth at 25°C","Growth at 30°C","Growth at 37°C"
"685","Candida","C. gelsemii ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0.5,0,0.5,1,1,0,NA,0.5,0.5,0,0,0,0,"0",0,0,NA,1,0,0,0,0,1,0,0,0.5,0,1,0.5,0,"0",0,0,1,1,0.5,NA
"686","Candida","C. geochares",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,"0",1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",0,0,1,1,1,1
"687","Candida","C. germanica ",1,1,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,"1",0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,"1",1,0,1,1,1,1
"688","Candida","C. ghanaensis ",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,"0",0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,"0",0,0,1,1,1,1
"689","Candida","C. gigantensis ",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"690","Candida","C. glabrata",1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0",0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,"0",0.5,0,1,1,1,1
"691","Candida","C. glaebosa",0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.5,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,0,0.5,0,"0",1,0,1,1,0,0
"692","Candida","C. glucosophila",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,"0",NA,0,1,1,1,1
"693","Candida","C. gorgasii ",1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,NA,1,0,1,1,1,NA
"694","Candida","C. gotoi",1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"0",1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,"1",1,0,1,1,1,1
"695","Candida","C. grinbergsii",1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"1",0.5,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,"0.5",1,0,1,1,NA,0
"696","Candida","C. gropengiesseri",1,0,0,0,0,0,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0.5,0.5,1,0,0.5,0,"0.5",0.5,0,0.5,1,0,0,0,1,1,0,0,0.5,1,1,0,0,"0",0.5,0,1,1,1,0.5
"697","Candida","C. guaymorum ",1,1,0.5,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,NA
"698","Candida","C. haemulonii",1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,"1",1,0,1,1,1,0
"699","Candida","C. hawaiiana ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,"0.5",0.5,0,0.5,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,NA,1,1,1,0
"700","Candida","C. heliconiae",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0.5,"1",0,0,1,1,0,1,0,1,1,0,0,0,0,1,0.5,0,NA,0,NA,1,1,1,0
"701","Candida","C. hispaniensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",0,0,0.5,1,0,0,0,1,1,0,1,1,0,0,0,0,"0",0,0,1,1,1,0.5
"702","Candida","C. hollandica ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,NA,NA,1,1,1,0,1,0,0,1,1,1,1,0,0,"0",NA,0,1,1,1,0
"703","Candida","C. homilentoma",1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,1,0.5,1,0,"0.5",1,0,1,1,1,0.5
"704","Candida","C. humilis",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,0
"705","Candida","C. hungarica ",0.5,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.5,"1",1,1,1,1,0,1,0,1,1,0,1,1,0,0.5,1,1,"0.5",0,0,1,1,1,0
"706","Candida","C. hyderabadensis",1,1,1,0,0,0,NA,1,0,1,NA,NA,1,0,0,NA,NA,NA,0,0,0,1,NA,NA,0,NA,NA,0,NA,NA,NA,1,0,1,1,NA,1,1,1,NA,0,0,NA,NA,NA,1,1,NA,NA
"707","Candida","C. incommunis",1,0,0.5,0,0,0,0,1,0,1,0,0,0.5,0,1,1,0.5,1,0,1,1,1,0,0.5,0,"0",0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,"0",1,0,1,1,1,0.5
"708","Candida","C. inconspicua",0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,"0",0,0,1,1,1,1
"709","Candida","C. infanticola",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,1
"710","Candida","C. insectalens",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"0.5",0,0,1,0,0,1,0,1,1,0,0.5,1,0,0,1,0,"0.5",0,0,1,1,1,1
"711","Candida","C. insectamans",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,"0",1,0,1,0.5,0,1,0,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,1,1
"712","Candida","C. insectorum",1,1,0.5,0,0,0,1,1,0,1,1,0.5,1,0.5,1,1,1,1,0,1,1,1,1,1,1,"0.5",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.5,0,"0",0.5,0,1,1,1,0.5
"713","Candida","C. insectosa ",1,1,0,1,0,0,1,1,0,1,0.5,0,1,0.5,1,1,1,1,0.5,1,1,0,0,1,0,"0.5",1,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,0,1,1,1,0
"714","Candida","C. intermedia",1,1,1,0.5,0,0.5,0.5,1,0.5,1,1,0,1,1,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,"0.5",0.5,0,1,0.5,0,0.5,0.5,1,1,0,0,1,1,0.5,0.5,0,"0.5",1,0,1,1,1,0
"715","Candida","C. ipomoeae ",0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,1,0.5
"716","Candida","C. ishiwadae ",1,0.5,0.5,1,0,0,1,1,0,1,0,0,0.5,0,1,1,0.5,0.5,1,1,1,1,1,1,1,"0.5",1,0,1,1,1,1,0.5,1,1,0,0.5,1,1,1,1,1,"0",1,0,1,1,1,0
"717","Candida","C. jeffriesii ",1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,0
"718","Candida","C. jianshihensis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"0",0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,NA,0,0,1,1,1,0
"719","Candida","C. kipukae  ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"720","Candida","C. kofuensis  ",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,"0",NA,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"721","Candida","C. krabiensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"1",1,1,1,1,1,1,0,1,1,0,0,1,1,0,NA,1,"0",0,0,1,1,1,1
"722","Candida","C. kruisii",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,"0",0.5,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"723","Candida","C. kunorum",1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"1",1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"724","Candida","C. labiduridarum ",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0.5,0,0.5,0,1,1,"0",0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,"0",1,0,1,1,1,0
"725","Candida","C. lactis-condensi",1,0,1,0,0,1,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0",0,0,1,1,1,0
"726","Candida","C. lassenensis ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,"0",1,0,1,1,1,1
"727","Candida","C. leandrae ",1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,0,1,0,0.5,0.5,1,0,1,0,"0",0.5,0,1,NA,0,1,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,NA,1,1,1,0
"728","Candida","C. lessepsii ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,"1",1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",0,0,1,1,1,NA
"729","Candida","C. lignohabitans",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,0,1,1,0.5,1,1,0,"0",1,0,1,1,1,1
"730","Candida","C. lignosa",1,1,0,1,0,0,1,1,0,1,0.5,0,1,0.5,1,1,1,1,1,1,1,1,0,1,0.5,"0.5",1,0,1,1,0.5,1,1,1,1,0,1,1,1,0,0.5,0,"0",1,0,1,1,1,0
"731","Candida","C. linzhiensis  ",1,1,0,0,0,0,NA,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,0,1,0,NA,0,0,"1",NA,0,1,1,0,0
"732","Candida","C. litsaeae ",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,"0",1,0,1,1,1,1
"733","Candida","C. llanquihuensis",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,"0",0,0,1,1,1,0
"734","Candida","C. lycoperdinae ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,"1",0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"735","Candida","C. lyxosophila",1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0.5,1,1,1,1,0,0,1,0,"0",0.5,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,"0",1,0,1,1,1,0
"736","Candida","C. magnoliae",1,0,1,0,0,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0.5,1,0,0,0,"0",1,0,1,1,0,0,0,1,1,0,0,1,0.5,1,0,1,"0",0.5,0,1,1,1,0.5
"737","Candida","C. maltosa",1,0.5,1,0.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0.5,0.5,0.5,0,1,0,"0",0,0,1,1,0,0.5,0,1,1,0,0.5,1,0.5,0.5,0.5,0,"0",1,0,1,1,1,1
"738","Candida","C. marilandica ",0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,"1",1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,"1",1,0,1,1,1,1
"739","Candida","C. marionensis",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,0,0.5,0,0,1,0,1,1,0,0,0.5,0.5,1,1,0,"0",1,0,1,1,1,1
"740","Candida","C. maris",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,"0",0,1,1,0.5,0,0.5,0,1,1,0,0,1,0,0,0,0,"0",0,0,1,1,1,1
"741","Candida","C. maritima",1,0,0.5,0,0,0.5,0,1,0,1,0.5,0,0,0,1,1,1,1,0.5,1,1,0,1,1,0.5,"0.5",0,0,1,1,0,0,0,1,1,0,0.5,1,1,1,0.5,0,"0",0.5,0,1,1,0.5,0
"742","Candida","C. maxii  ",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"743","Candida","C. melibiosica",1,1,0.5,0.5,0,0.5,0.5,1,0,1,0.5,1,1,0,1,1,1,0.5,0,1,1,0.5,0,1,0,"0",0.5,0,1,0.5,0,0.5,0,1,1,0,0,1,1,0.5,0.5,0,"0.5",1,0,1,1,1,1
"744","Candida","C. membranifaciens",1,0.5,1,0.5,0,1,1,1,1,1,1,1,1,0,1,1,1,0.5,0.5,1,1,0.5,0.5,1,1,"1",1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,0.5,0,"0",1,0,1,1,1,0.5
"745","Candida","C. mesenterica",0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.5,1,0,1,1,1,0,0.5,0,"0.5",0.5,0,1,1,1,0.5,0,1,1,0,0,1,0.5,0,0.5,0,"0",1,0,1,1,0,0
"746","Candida","C. metapsilosis ",1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0.5,0,0,1,0,1,1,"0",1,0,0.5,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,1
"747","Candida","C. methanosorbosa",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.5,1,1,1,1,1,"0",0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,"1",0,0,1,1,1,1
"748","Candida","C. michaelii",1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,"0",0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,NA
"749","Candida","C. milleri",1,1,1,0,0,1,1,1,0.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,"0",0,0,1,1,1,0
"750","Candida","C. mogii",1,0,1,0.5,0,0,1,1,0.5,1,1,0,1,0,1,1,0,0,0.5,0,0,0,0,1,1,"0.5",1,0,1,1,0,0.5,0.5,1,0.5,0,0,1,0.5,1,1,0,"0",0,0,1,1,1,1
"751","Candida","C. montana",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,"0",1,0,1,1,1,0
"752","Candida","C. mucifera ",0,0,0,0,0,0,0,1,0,0,NA,0,1,0,1,1,0,0,0,0,0,1,1,1,1,"1",1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,"0",1,0,1,1,1,0
"753","Candida","C. multigemmis",1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0.5,"0",0.5,0,0,1,0,0.5,0,0,1,0,0,1,1,0.5,0.5,0,"0",1,0,1,1,1,0
"754","Candida","C. musae",1,0,0,0,0,0,1,1,0,1,0,0,0.5,0,1,1,1,0,0,0,0,1,0,1,0,"0",0.5,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,0,1,1,1,0
"755","Candida","C. mycetangii  ",1,0,1,0,0,1,0,1,0.5,1,1,0,0,0,1,1,1,1,0.5,1,1,0,1,1,0,"1",0.5,0,1,1,0,0,0,1,1,0,1,1,1,0.5,0,0,"0",0,0,1,1,1,1
"756","Candida","C. naeodendra",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,"0",0,0,1,1,1,1
"757","Candida","C. nakhonratchasimensis",1,0,1,0,0,0,NA,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,0
"758","Candida","C. nanaspora",1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,"0.5",1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,"0",0,0,1,1,1,1
"759","Candida","C. natalensis",1,1,0.5,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0.5,0,"0",1,0,1,1,0,0.5,0,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,0,0
"760","Candida","C. neerlandica ",1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,"0",1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,"0",1,0,1,1,1,0
"761","Candida","C. nemodendra",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,1,0,1,1,"0.5",1,1,1,1,1,1,1,1,1,0,0.5,1,0,0,0,0,"0.5",0,0,1,1,1,0
"762","Candida","C. neomexicana ",1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,"1",1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"0",1,0,1,1,1,0
"763","Candida","C. nitratophila",1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0,1,1,1,"0",1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,"0",0,0,1,1,1,0
"764","Candida","C. nivariensis ",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,1,1
"765","Candida","C. norvegica",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,"0.5",0,0,1,1,0,0,0,1,0.5,0,1,1,0.5,0.5,0,1,"0",0,0,1,1,1,0
"766","Candida","C. novakii  ",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,"0",1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,"0",1,0,1,1,1,0
"767","Candida","C. odintsovae",1,0,1,0,0,1,0,1,0.5,1,1,0,0.5,0,1,1,1,1,0,1,1,0.5,1,1,1,"0",0.5,0,1,1,0,0.5,0,1,1,0,0.5,1,0.5,1,0,0,"0.5",1,0,1,1,1,1
"768","Candida","C. oleophila",1,1,0.5,0.5,0,0,0.5,1,0,1,0,0,1,0,1,1,1,0.5,0.5,1,1,1,0,1,0,"0.5",0.5,0,1,1,0,0.5,0,1,1,0,0.5,1,1,0.5,0.5,0,"0",1,0,1,1,1,0
"769","Candida","C. ontarioensis ",1,1,1,0,0,0,1,1,0,1,0.5,0,1,1,1,1,1,1,1,1,1,0,0,1,1,"0.5",1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.5,0,"0",0,0,1,1,1,0
"770","Candida","C. orba  ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0,0,0,0,"0",0,0,1,1,1,0
"771","Candida","C. oregonensis",1,0,0,1,0,0,0,1,0,1,0.5,0,0,0,1,1,1,1,1,1,1,0,1,1,0,"0.5",0.5,0,1,0,0,0.5,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"772","Candida","C. orthopsilosis ",1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,0.5,0,0,1,0,1,1,"0",0,0,0.5,1,0,1,0,1,1,0,0,1,1,1,0,0,"0",1,0,1,1,1,1
"773","Candida","C. ortonii",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,"0",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,"0",0,0,1,1,1,0
"774","Candida","C. oslonensis",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0,"0",0.5,NA,NA,1,0.5,1,0,0,1,0,1,1,1,1,0,0,"0",NA,NA,1,1,1,0
"775","Candida","C. ovalis",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,"1",1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0
"776","Candida","C. pallodes ",1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,"0",0.5,0,0.5,1,0,1,0,1,1,0,0.5,1,1,1,1,0,"0",1,0,1,1,1,NA
"777","Candida","C. palmioleophila",0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,"0",1,0,1,1,1,1
"778","Candida","C. paludigena",0.5,0,0,0,0,0,0,1,0,1,0.5,0,1,1,1,1,1,1,0,1,1,1,0,1,1,"0",0,0,1,0,0,0,0,0.5,0,1,0,1,1,1,1,0,"0",1,0,1,1,1,0
"779","Candida","C. panamensis ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,"0",0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"780","Candida","C. panamericana ",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,1,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,"0.5",1,0,1,1,1,NA
"781","Candida","C. parapsilosis",1,0.5,0.5,0.5,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0.5,0,1,1,"0",0.5,0,1,1,0,0.5,0,1,1,0,0,1,1,0.5,0.5,0,"0",1,0,1,1,1,1
"782","Candida","C. pararugosa",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,"0.5",0,0,1,1,0,0,0,0.5,0.5,0,1,1,0,0,0,0,"0",0,0,1,1,1,0.5
"783","Candida","C. pattaniensis",1,0,1,0,0,0,NA,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"0",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,"0",0,0,1,1,1,0
"784","Candida","C. peltata",1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1",1,0,1,1,0.5,1,0.5,1,1,0,0,1,1,0,1,0,"0",0,0,1,1,1,1
"785","Candida","C. peoriensis",1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,"0",0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,"0",0,0,1,1,1,0
"786","Candida","C. petrohuensis",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,1,0,1,0.5,1,0,1,0.5,"0",0,0,1,1,0,1,0,1,1,0,0.5,1,0.5,0,0.5,0,"0",0,0,1,1,0,0
"787","Candida","C. picachoensis",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,"0",1,0,0,1,0,1,0,1,1,0,0,1,0.5,1,1,0,NA,0,0,1,1,1,0
"788","Candida","C. piceae ",1,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,0,0,0,0,1,1,0.5,0,1,1,"1",1,1,1,1,0,1,0,1,1,0,0,0.5,0,0,0,0,"0",0,0,1,1,1,0
"789","Candida","C. picinguabensis ",1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,"0",0,0,1,0,0,1,0,1,1,0,1,1,1,0.5,0,0,NA,1,0,1,1,1,0
"790","Candida","C. pignaliae",1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,"0",0.5,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,"0",0,0,1,1,0.5,0
"791","Candida","C. pimensis ",1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,"0",1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,NA,0,0,1,1,1,0
"792","Candida","C. pini",1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"0",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,"0",0,0,1,1,0,0
"793","Candida","C. pinicola ",1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,"1",0,0,0.5,1,1,0,0,1,1,0,0,1,1,1,1,0,"0",1,0,1,1,1,0
"794","Candida","C. plutei ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,"0",0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,"0",1,0,1,1,1,0
"795","Candida","C. polysorbophila",1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,"1",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"0",0,0,1,1,1,0
"796","Candida","C. pomicola",1,0,0,0,0,0,0.5,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0.5,1,1,1,"1",1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,"0",0,0,1,1,1,0
