Genus,Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Taphrina,T. populi-salicis,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,0.5,0,0,0,0,0
Taphrina,T. pruni,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,NA,0,0,1,0.5,0,0,0,0,0
Taphrina,T. pruni-subcordatae,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,0.5,0,0,0,0,0
Taphrina,T. robinsoniana,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0,0,1,1,0,0,0,0.5,1,0,0.5,0,1,0,0,0.5,1,1,0,0,NA,NA,1,0,1,NA,NA,0,0.5,NA,NA,NA,NA,1,NA,1,0.5,NA,NA,1,1,NA,0,0,1,0.5,0,0,0,0,0
Taphrina,T. sacchari,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. sadebeckii,0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.5,1,0,0,0,1,0.5,0,0,1,1,0,0,NA,NA,1,0,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,0.5,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. tormentillae,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0.5,0,1,1,1,0,0,1,1,0,0,0,0.5,1,0,0,1,1,1,0.5,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. tosquinetii,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0.5,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,1,0,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. ulmi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,NA,NA,1,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. vestergrenii,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,1,1,1,NA,NA,0,0,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Taphrina,T. virginica,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Taphrina,T. wiesneri,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,1,0,0,0,1,1,1,0.5,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0.5,0.5,NA,NA,1,0.5,1,NA,NA,0,0.5,NA,NA,NA,NA,1,NA,0,0.5,NA,NA,1,0.5,NA,0,0,1,1,0,0,0,0,0
Auriculibuller,A. fuscus,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.5,1,1,0.5,1,1,1,0.5,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,0,1,1,1,0,0,0,0
Bullera,B. anomala ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. arundinariae ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. begoniae,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.5,1,0,0.5,1,1,1,1,1,NA,0,1,0,1,1,1,1,0,NA,0,0,1,NA,1,0,0,NA,1,1,0,NA,0,1,1,0,0,0,0,0
Bullera,B. boninensis ,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.5,0.5,1,1,1,1,1,1,1,0.5,1,1,NA,NA,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Bullera,B. coprosmaensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. cylindrica,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,NA,NA,0.5,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. dendrophila,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Bullera,B. formosana ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. formosensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. globispora,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0.5,1,0.5,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,1,1,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0.5,NA,0,0,0
Bullera,B. hannae ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0.5,1,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0.5,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. hoabinhensis ,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,0,1,1,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,0,0,0,0
Bullera,B. hubeiensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. huiaensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0.5,1,1,1,1,1,0,1,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. japonica,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. komagatae ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. koratensis ,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.5,1,1,1,1,1,1,1,NA,NA,0,0,1,0,1,1,1,1,1,NA,0,0,1,NA,1,1,1,NA,0,1,0,NA,NA,1,1,0,0,0,0,0
Bullera,B. kunmingensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Bullera,B. lagerstroemiae,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0.5,1,NA,0,0,1,NA,1,1,0,NA,0,1,0,NA,NA,1,1,0,0,0,0,0
Bullera,B. melastomae ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. miyagiana,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. mrakii ,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Bullera,B. nakasei ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.5,1,1,1,1,1,1,0,1,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. ninhbinhensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA,0,1,1,NA,NA,1,1,1,0,0,0,0
Bullera,B. oryzae,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. panici ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,NA,NA,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. penniseticola ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Bullera,B. pseudoalba,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.5,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. pseudohuiaensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. pseudoschimicola ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. pseudovariabilis ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.5,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. sakaeratica ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. schimicola ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.5,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. setariae ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.5,1,1,1,0,1,1,1,1,1,1,NA,0,0,0,1,1,1,0,0,NA,0,0,0,NA,1,0,0,NA,0,1,1,NA,0,1,1,0,0,0,0,0
Bullera,B. siamensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. sinensis var. sinensis,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. sinensis var. lactis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Bullera,B. taiwanensis ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0.5,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. unica ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. variabilis ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0,0.5,0,0.5,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bullera,B. waltii ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Bulleribasidium,B. oberjochense,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.5,0,1,1,1,1,1,0.5,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,0,0,1,0,NA,NA,1,NA,NA,1,0.5,1,1,0.5,0,0,0,0
Bulleromyces,B. albus,0,0,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,1,1,0.5,NA,0,0,0
Cryptococcus,C. adeliensis ,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0.5,1,1,1,0,0.5,1,0.5,0,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,0.5,0,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus,C. aerius,0,0,0,0,0,0,0,1,0,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,0.5,NA,NA,1,NA,1,NA,NA,1,0.5,NA,NA,NA,NA,1,NA,1,0.5,NA,NA,0.5,1,NA,0.5,0,1,1,0.5,0,0,0,0
Cryptococcus,C. albidosimilis,0,0,0,0,0,0,0,1,0,1,0,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0,1,0.5,0.5,1,0,1,1,1,0.5,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,0.5,1,NA,NA,1,1,NA,0.5,0,1,1,1,0,0,0,0
Cryptococcus,C. albidus var. albidus,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0.5,1,1,1,0.5,1,1,1,0.5,0.5,1,1,0.5,1,0,1,0.5,0,0.5,0.5,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,0.5,0,NA,NA,1,1,NA,0,0,1,1,1,0.5,0,0,0
Cryptococcus,C. albidus var. kuetzingii  ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0.5,0,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,1,1,NA,0,0,0,0
Cryptococcus,C. albidus var. ovalis,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0.5,1,1,1,0.5,0,1,1,0.5,0.5,1,1,0.5,1,0,1,0.5,0,0.5,0.5,1,1,1,1,1,1,1,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,NA,NA,1,1,1,1,0,0,0
Cryptococcus,C. allantoinivorans ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus,C. amylolentus  ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0.5,1,1,NA,NA,NA,1,1,1,0,0,0,0
Cryptococcus,C. amylolyticus  ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus,C. antarcticus var. antarcticus,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,0,0,0,0,0,0
Cryptococcus,C. antarcticus var. circumpolaris,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,NA,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,1,NA,0,0,NA,0,0,0,0,0,0
Cryptococcus,C. armeniacus  ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus,C. arrabidensis  ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,0,1,NA,1,1,1,0,0,0,0,0,0
Cryptococcus,C. aureus  ,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,1,1,1,NA,0,0,0
Cryptococcus,C. bhutanensis,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Cryptococcus,C. carnescens  ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus,C. chernovii  ,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,0,0,1,1,1,0,0,0,0
Cryptococcus,C. cistialbidi  ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0.5,1,1,1,1,1,0,1,1,0.5,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,0,0,0,0
Cryptococcus,C. curvatus  ,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1,1,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,0.5,1,0,0,0.5,0.5,NA,1,0,1,NA,NA,NA,NA,1,0,1,1,0,0,0.5,1,0,NA,NA,1,1,1,0.5,0.5,NA,NA
