,Ascoidea,Ascoidea,Ascoidea,Cephaloascus,Cephaloascus,Wickerhamia,Yamadazyma,Yamadazyma,Yamadazyma,Yamadazyma,Yamadazyma,Yamadazyma,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Debaryomyces,Kurtzmaniella,Lodderomyces,Meyerozyma,Meyerozyma,Millerozyma,Millerozyma,Priceomyces,Priceomyces,Priceomyces,Priceomyces,Priceomyces,Scheffersomyces,Scheffersomyces,Scheffersomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Schwanniomyces,Spathaspora,Dipodascus,Dipodascus,Dipodascus,Dipodascus,Dipodascus,Dipodascus,Galactomyces,Galactomyces,Galactomyces,Galactomyces,Galactomyces,Geotrichum,Geotrichum,Geotrichum,Geotrichum,Geotrichum,Geotrichum,Geotrichum,Dipodascopsis,Dipodascopsis,Dipodascopsis,Dipodascopsis,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Lipomyces,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Myxozyma,Aciculoconidium,Clavispora,Clavispora,Hyphopichia,Hyphopichia,Kodamaea,Kodamaea,Kodamaea,Kodamaea,Kodamaea,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Metschnikowia,Komagataella,Komagataella,Komagataella,Phaffomyces,Phaffomyces,Phaffomyces,Brettanomyces,Brettanomyces,Brettanomyces,Dekkera,Dekkera,Kregervanrija,Kregervanrija,Kregervanrija,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Pichia,Saturnispora,Saturnispora,Saturnispora,Saturnispora,Saturnispora,Saturnispora,Saturnispora,Cyniclomyces,Eremothecium,Eremothecium,Eremothecium,Eremothecium,Eremothecium,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kazachstania,Kluyveromyces,Kluyveromyces,Kluyveromyces,Kluyveromyces,Kluyveromyces,Kluyveromyces,Kluyveromyces,Lachancea,Lachancea,Lachancea,Lachancea,Lachancea,Lachancea,Nakaseomyces,Nakaseomyces,Naumovozyma,Naumovozyma,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Saccharomyces,Tetrapisispora,Tetrapisispora,Tetrapisispora,Tetrapisispora,Tetrapisispora,Tetrapisispora,Tetrapisispora,Torulaspora,Torulaspora,Torulaspora,Torulaspora,Torulaspora,Torulaspora,Vanderwaltozyma,Vanderwaltozyma,Zygosaccharomyces,Zygosaccharomyces,Zygosaccharomyces,Zygosaccharomyces,Zygosaccharomyces,Zygosaccharomyces,Zygotorulaspora,Zygotorulaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora,Hanseniaspora
Glycerol,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,0,0.5,0.5,0.5,1,0,1,1,0.5,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.5,0.5,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,1,0.5,0,0.5,0,1,1,1,1,1,1,0,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0,0,0,1,0.5,0,0,0,1,1,1,1,1,1,0.5,0,0,0,1,0.5,1,1,0,0,0,1,1,0.5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,1,1,0,1,1,0.5,0,0,1,1,0,0.5,0.5,0,0.5,0.5,0,1,0,0,1,1,1,0.5,0,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,0,0,0,0,0.5,0.5,0,0
Erythritol,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,0,0,1,0,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribitol,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.5,1,0,0,0,0,1,0,0.5,0.5,0.5,0,0.5,1,1,1,0,0,1,0,0,0.5,0.5,0,1,0,0,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0.5,0.5,1,1,1,0.5,0.5,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0.5,1,0,0,1,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Galactitol,NA,NA,NA,0,0,0,0,0.5,0,0,0,1,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.5,1,1,0,0,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Mannitol,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.5,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.5,0,1,0,1,1,1,1,1,1,1,1,0,0.5,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,0,0.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.5,1,0,1,1,0.5,1,0.5,1,0,0,0,0,0.5,0.5,0.5,1,0,0.5,1,1,0,0,0,0,0,0,0,0,1,1,1,0.5,1,1,0,0,0.5,1,0.5,0.5,0.5,1,1,1,0,0,0,0,0,0,0,0
D-Glucitol,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.5,1,1,0.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,NA,1,NA,0,1,NA,1,1,1,1,0,0,0.5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0.5,0,1,1,1,0.5,1,0.5,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,0,0,0
myo-Inositol,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,1,0.5,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-Lactate,0,0,0,1,0.5,1,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,1,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,1,0,0.5,0,0,0,0,1,0.5,0.5,0,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0,1,0,0,1,1,0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0,0.5,0.5,0,0.5,0,1,1,0,1,1,1,1,1,0.5,1,1,0.5,0.5,0,1,1,1,1,0,0,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0.5,1,0,0,0,0,0,1,0.5,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,1,1,0.5,0.5,1,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0,1,1,0.5,0,0,0,0,0,0,0,0.5,1,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinate,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.5,1,1,0.5,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,0,0,1,0.5,0,0.5,0.5,1,1,1,1,1,0,1,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,0.5,1,1,1,0,0.5,0.5,0.5,0.5,0.5,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,0,0,0.5,0.5,0,1,0,0,0,0,0,0,1,0.5,0,1,0,0,0.5,0,1,0,0,1,1,0,0,0.5,0,0,0,1,1,1,1,1,0,0.5,1,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Citrate,0.5,0,0,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,0.5,0,1,1,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,0.5,NA,0,0,0,0,0,0.5,1,0,0.5,1,1,0,1,0,0.5,1,1,1,1,0.5,0,0.5,1,0,0,1,1,1,0,0,1,0,1,0.5,1,1,1,1,0.5,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0.5,0,1,1,1,1,0.5,1,0.5,1,0,0,0,0,1,0,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,1,0,1,0.5,0.5,1,0.5,0.5,0,1,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Gluconate,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.5,0.5,1,0,1,0.5,1,1,1,0.5,0.5,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,1,1,0.5,1,1,0,0.5,0.5,1,1,1,1,1,1,0,1,0.5,1,0,1,0,0,1,1,0,0.5,0.5,0.5,0.5,0,0,1,0,0,1,0,1,0,0,1,1,0,0.5,0,1,1,0.5,1,0,1,1,0.5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,NA,0,NA,0.5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,1,0,0.5,0.5,NA,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,1,1,1,1,1,0.5,0,0.5,0.5,1,0.5,1,0,NA,NA,NA,NA,NA,NA,0.5,0,1,0.5,1,1,0,0,1,0
D-Glucosamine,1,1,0,0,0,0,1,1,1,1,0.5,0,1,1,0.5,0.5,0,1,0,0,1,1,0.5,1,0,0.5,1,0,0,0,0,0,0.5,0,1,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1,1,0,1,NA,1,1,1,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,1,1,0,1,0.5,1,0,0.5,1,1,0,1,0,0,0.5,1,0,1,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0,0,1,1,NA,1,0,1,0,1,0,1,1,1,0.5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrate,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitamin-free,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.5,0,1,1,1,0.5,0,1,0,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2-Keto-D-gluconate,NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.5,0.5,0,0,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0.5,1,0,1,0.5,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,NA,0.5,1,NA,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,1,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,1,0,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,0,0,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,1,0
Starch formation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
Growth at 19°C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Growth at 25°C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Growth at 30°C,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.5,0,0,NA,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0.5,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0.5,1,1,1,NA,1,1,1,1,1,1,1
